slug,nombre,provincia_declarada,lat,lng,motivo
playa-fluvial-de-vilvestre,"Playa fluvial de Vilvestre",Salamanca,41.093,-6.760,"INTERIOR · provincia sin costa"
el-rocoso,"El Rocoso",Salamanca,41.199,-6.628,"INTERIOR · provincia sin costa"
playa-del-rostro,"Playa del Rostro",Salamanca,41.244,-6.597,"INTERIOR · provincia sin costa"
parque-de-merendas-playa-fluvial,"Parque de Merendas - Playa Fluvial",Salamanca,41.024,-6.929,"INTERIOR · provincia sin costa"
playa-del-lago-alonso,"Playa del lago Alonso",Segovia,40.932,-4.105,"INTERIOR · provincia sin costa"
playita-del-duraton,"Playita del Duratón",Segovia,41.366,-3.902,"INTERIOR · provincia sin costa"
playa-del-piron,"Playa del Pirón",Segovia,40.979,-3.934,"INTERIOR · provincia sin costa"
playa-de-kaa,"Playa de Kaa",Soria,41.998,-2.848,"INTERIOR · provincia sin costa"
playa-pita,"Playa Pita",Soria,41.853,-2.782,"INTERIOR · provincia sin costa"
playa-de-los-arenales,"Playa de los Arenales",Toledo,39.956,-4.823,"INTERIOR · provincia sin costa"
playa-de-san-juan-2,"Playa de San Juan",Toledo,40.166,-4.392,"INTERIOR · provincia sin costa"
playa-de-las-moreras,"Playa de las Moreras",Valladolid,41.657,-4.733,"INTERIOR · provincia sin costa"
playa-fluvial-la-barca,"Playa fluvial La Barca",Valladolid,41.623,-4.214,"INTERIOR · provincia sin costa"
playa-de-la-juderia,"Playa de la Judería",Valladolid,41.596,-4.121,"INTERIOR · provincia sin costa"
la-sienra,"La Sienra",Zamora,41.989,-6.364,"INTERIOR · provincia sin costa"
playa-fluvial-2,"Playa fluvial",Zamora,42.064,-6.278,"INTERIOR · provincia sin costa"
el-valle,"El Valle",Zamora,41.990,-6.346,"INTERIOR · provincia sin costa"
la-alameda,"La Alameda",Zamora,41.983,-6.348,"INTERIOR · provincia sin costa"
playa-de-viquiella,"Playa de Viquiella",Zamora,42.117,-6.721,"INTERIOR · provincia sin costa"
playa-de-los-enanos,"Playa de «los Enanos»",Zamora,42.124,-6.699,"INTERIOR · provincia sin costa"
playa-custa-llago,"Playa Custa Llago",Zamora,42.114,-6.724,"INTERIOR · provincia sin costa"
playa-fluvial-bretocino,"Playa Fluvial Bretocino",Zamora,41.882,-5.749,"INTERIOR · provincia sin costa"
playa-del-folgoso,"Playa del Folgoso",Zamora,42.128,-6.702,"INTERIOR · provincia sin costa"
playa-del-embalse-de-ricobayo,"Playa del embalse de Ricobayo",Zamora,41.538,-5.982,"INTERIOR · provincia sin costa"
playa-de-los-molinos-2,"Playa de los Molinos",Zamora,41.960,-6.300,"INTERIOR · provincia sin costa"
playa-fluvial-de-castellanos,"Playa Fluvial de Castellanos",Zamora,42.075,-6.629,"INTERIOR · provincia sin costa"
playa-de-valparaiso,"Playa de Valparaíso",Zamora,41.995,-6.300,"INTERIOR · provincia sin costa"
playa-fluvial-la-rasera,"Playa Fluvial La Rasera",Zamora,41.925,-5.770,"INTERIOR · provincia sin costa"
playa-fluvial-6,"Playa Fluvial",Zamora,41.999,-5.848,"INTERIOR · provincia sin costa"
playa-fluvial-7,"Playa Fluvial",Zamora,42.000,-5.907,"INTERIOR · provincia sin costa"
playas-del-ebro,"Playas del Ebro",Zaragoza,41.667,-0.913,"INTERIOR · provincia sin costa"
playa-fluvial-del-huerva,"Playa Fluvial del Huerva",Zaragoza,41.650,-0.866,"INTERIOR · provincia sin costa"
